population,human,human,human,human,monkey W,monkey W,monkey W,monkey W,monkey E,monkey E,monkey E,monkey E
load,1,1,3,3,1,1,2,2,1,1,2,2
delay,short,long,short,long,short,long,short,long,short,long,short,long
,5,14,6,-34,32.34145047,-60.63695993,-1.396925751,-43.72832861,-94.31417026,172.4431789,-26.89874675,-155.2506056
,-4,20,20,22,-42.68944963,66.63558875,-67.24347625,-30.70710757,-13.48444338,-43.96713602,59.69714861,-35.6852976
,-13,-1,-2,-9,-37.81207754,123.2500144,14.89371899,59.44963406,-17.3655613,-2.777718122,-144.360905,30.38407325
,6,-18,5,17,-46.11100324,-16.54749641,-18.1190722,37.49237358,4.226432947,48.28267446,-96.72434674,-69.97885213
,-25,28,18,2,-15.94344925,-12.92649714,31.92672147,-15.30357539,-31.14459234,-94.70192098,4.813063621,-176.0444542
,-5,-4,33,11,-37.28868343,-36.10447562,58.73871675,-24.21085608,-75.76923811,55.99855997,-112.7452952,-157.5243713
,-15,-9,-10,8,27.34381029,-14.33793541,2.09023737,11.73279833,-169.1119294,-96.22967412,-79.31204801,20.08751457
,-26,13,10,-3,12.3367687,-11.19005034,32.8928037,19.40853612,-6.962259368,-87.6156056,-63.87056153,10.00127302
,-7,6,17,50,10.79311571,48.32031964,61.0482151,-49.75012785,-82.95993483,124.3400697,24.50054319,-8.745981889
,-15,-17,2,156,21.37434912,-67.5255588,-105.5034701,9.196059484,68.70916369,34.42902105,-41.14770789,146.5312212
,8,0,-6,-1,12.8153262,57.24092789,-18.45779243,34.74003603,-103.3563019,71.82477716,-57.09835586,90.94617232
,6,-2,171,-17,-0.298711256,-39.57845086,-30.57972261,-16.59306765,-162.810806,42.2181575,57.18408101,25.2159804
,-7,71,10,4,-32.9333999,21.39073484,42.21086004,20.01620668,15.36790975,-57.29215935,-75.10280687,-49.38861235
,8,14,7,-20,10.87377525,-35.79768933,21.84757654,-50.625,12.0994591,44.37584638,-155.9249106,-71.3937755
,28,-2,8,-1,-6.178309797,0.49918697,-3.049543786,25.65688246,-1.559948823,121.4518563,47.74003615,-29.1735725
,12,146,-26,-45,56.68686726,-6.153834395,-73.36078783,102.411397,44.49159202,69.70243023,-40.3973338,-34.73795728
,-30,-21,22,-29,-64.44098448,150.6767502,19.85483686,-29.75762754,24.6035346,-10.18156497,-143.7246308,-73.92045954
,11,19,12,-179,-51.09092373,-3.904220652,44.87918127,-159.3763062,12.64971518,-55.00095238,53.26070357,-123.373274
,8,-8,-12,15,1.890442291,-9.15602358,-18.70665495,-79.30827666,16.90948987,83.13684013,28.75156002,25.59213123
,24,-12,-55,39,29.46810525,20.5507479,29.75074391,-71.85360967,79.15876613,102.434203,17.9523381,-130.3871875
,4,-29,20,-14,56.64103324,-67.10501179,-39.86062455,-16.92697983,-38.96529464,-93.01213142,-154.7113483,-34.15761167
,14,10,13,-45,37.62764618,-40.59255827,-48.35270604,-7.457980562,42.29758762,-56.92501324,15.94070227,-2.974037612
,30,-117,-4,18,-4.695138579,16.5162336,71.27506863,58.76016422,95.90041638,171.0549355,89.61880545,-174.6259832
,-7,-1,-8,-22,-23.76332191,79.72824581,-22.58331751,-51.42577996,65.71570314,-28.3480025,-3.549930326,-150.4190541
,-171,13,-42,-34,14.16470068,-29.59755209,98.16501787,81.78981205,16.89924142,104.4175684,-23.14411324,128.1782656
,-11,-5,4,-19,-5.687306809,-19.3290884,-39.67500342,-17.65723252,-46.81375925,27.04042159,-41.00737377,24.2264903
,1,-10,53,16,14.94364877,0.953214233,13.64786592,41.351392,13.4684942,-88.0052267,7.350065886,-154.4823211
,-17,0,-7,8,-17.31975163,-0.725907546,-41.5755004,-37.07407058,6.52994741,-51.76382445,-66.34704982,12.80252232
,-41,-26,-46,23,3.692948051,-12.16482215,-74.93833846,-1.112482241,85.72098634,-48.8941606,82.32360603,-29.58598722
,3,-148,23,-42,19.70131673,49.47573853,-1.019208065,48.10592376,-29.05704407,-12.87794699,67.68294688,-62.00767661
,42,6,-14,18,-17.29424284,14.5712724,-41.79222475,89.64339491,58.87335831,-133.9227644,65.50101976,15.82775348
,10,-17,31,17,39.0837318,1.839540536,33.99510295,155.6635975,-69.53740981,-38.38677393,-80.52278694,-70.10255272
,0,32,-9,-74,42.98346522,96.79315931,23.558892,-5.007464308,-50.48579366,-130.7164662,-153.6626877,-118.2747212
,-25,14,-28,3,-35.27612557,89.65261163,6.80971133,56.96519175,7.167768269,-30.68221288,81.97736988,115.5557465
,-3,-19,14,23,-79.52034726,3.401434732,-24.20749209,110.672587,50.56508107,-108.5821483,169.2010884,93.34707823
,-5,20,8,59,-0.365287177,-42.72316246,-55.58700234,-17.08418805,-79.72244129,-14.58723438,11.85907619,-34.23259697
,80,-13,19,-108,64.15012963,6.578537709,-26.57391192,-89.85719882,-14.18485872,-36.99843124,83.23661855,-35.10263786
,8,2,22,31,18.71063758,-23.35926433,17.19420029,75.29310664,57.57719851,8.33400866,-29.1690294,-82.82584691
,43,10,-27,-3,-47.26883647,21.66792332,39.52433101,88.89844263,-12.96873277,-136.4210178,-171.1993617,1.901022411
,-7,2,-168,4,-6.199365862,11.13013259,-36.56782616,3.621026333,-46.36011127,131.6325727,28.27707302,-105.8059036
,-1,-45,-7,57,6.604602983,-30.24826736,85.00247118,13.26629214,140.3696493,118.8851938,106.0086936,33.58944514
,-13,15,11,60,-25.71342198,32.35666325,16.96379066,57.51890531,-36.67950654,79.66907301,26.38546916,-29.78215681
,-3,19,-14,1,-18.98821194,5.321058763,69.98424532,35.82845529,-30.05271239,-23.4430269,-4.485444657,-153.1104615
,11,33,-11,-164,-53.86462339,75.12756514,-91.91350498,-172.8963415,19.18358869,29.53164547,146.5622435,-118.0661117
,26,14,26,-12,-37.59924597,8.737219082,43.44005118,-152.1270897,-15.65258887,-72.40421317,28.54753238,-31.4789049
,-20,19,63,18,14.84279902,4.286013125,-78.46960074,138.9630998,15.26745211,142.0370787,-80.51104764,-71.48021031
,12,-21,10,7,-17.68443152,17.55676127,29.91831397,-28.87988634,-92.69276858,-123.3603781,-108.0880945,-2.485774381
,34,-22,35,21,-16.93509553,-14.06719149,33.06857028,-8.467923531,16.78460892,79.77653624,-2.973838474,-54.63367254
,21,28,21,-30,19.82218859,8.04421936,-21.64000147,96.77667732,-52.88893096,17.92032234,-6.617035566,-175.7329851
,3,5,5,1,6.683989669,9.883987693,51.07987367,38.54415628,-37.34233206,-108.2727975,-97.14014533,-107.1100676
,-4,-21,9,20,5.041196559,60.32533606,0.950775305,-10.83343245,53.07215097,4.996996634,137.2142678,51.84411175
,37,-13,22,-12,-32.54343108,-0.416142195,23.2344586,-178.4400612,-45.46176457,175.9951463,-21.74059999,57.29257403
,7,6,-103,7,23.17973218,-57.04854683,-4.322533422,-26.00515629,-34.31548089,-65.05391006,-8.281158639,70.04200861
,14,-19,14,22,-12.53790815,-123.9553369,1.524815776,66.07821836,-146.5583026,-160.6066921,-69.67051741,-133.3933844
,8,-6,-36,14,-16.88440598,-41.2393723,-56.58545812,-14.13238864,87.87375621,18.58589961,48.11219251,-40.63137108
,-17,5,1,-174,-26.56812725,-40.64159822,-16.52011465,-18.24591339,-105.3385128,34.48306036,-38.34568183,-53.0674001
,4,15,-37,2,-10.15776155,53.0497947,13.71782163,58.36039631,-67.68140788,-73.52635897,24.67383416,19.73043316
,7,0,-9,-1,24.69859501,29.33344538,-21.68539706,17.92004741,10.36274385,38.2639867,-52.82478139,-136.6878081
,-8,-12,-19,-2,-19.1571615,27.0663524,59.56179668,-111.0849348,-4.940594828,26.76121642,-179.0183036,78.05444414
,-2,-10,44,14,1.144763966,46.40516629,-16.95096807,-120.7593509,5.162111963,-5.119759417,-10.47906423,-113.9616654
,-50,13,-19,56,44.63813446,-12.99528238,-87.85830411,-1.207456372,-171.6366216,-22.31801831,-10.67498262,-73.21313844
,-8,-5,9,21,-21.78919795,91.25884437,63.0517979,-28.78163742,44.90473944,20.30153917,-55.35268026,-60.18278446
,14,-2,32,-150,5.79783806,57.33081472,14.87795721,36.32071265,56.88521257,-53.71351314,-3.28075396,-9.082538637
,12,0,-3,27,-52.00278014,-32.34025774,-69.90195491,-132.3936096,9.522746247,-81.58702937,-106.1368603,-11.02004446
,6,6,-36,42,49.7624088,-56.50622643,128.2529301,-35.67095474,50.84196576,43.23236784,-107.3081036,107.6695842
,5,14,26,24,161.7525409,-24.87403744,-8.190025341,-9.567478439,62.17845009,-14.06040468,-147.7334793,14.0267197
,-6,-18,92,5,-10.1433881,-17.86732561,-53.3935311,-38.17120379,67.92392583,4.066344491,-120.7320213,-25.67272763
,30,17,-19,13,1.249286287,43.1015977,-17.36916114,-52.40450318,31.48765161,-162.0550314,6.90108192,-48.72488069
,-3,-1,30,9,-14.31253939,68.25822355,13.83200031,4.710945573,21.293176,-33.81638577,177.8754045,-98.29340641
,-13,36,33,153,18.38508246,-35.80099459,-0.585424483,-154.8514122,11.13875818,49.83810817,175.4303325,-40.98661791
,-4,-9,-1,23,16.90572769,4.537252982,-65.05160536,14.13306831,17.20453854,-42.13019153,-16.19078742,60.38424614
,-6,18,-17,13,15.12351879,35.44042171,-4.557186009,-44.07180284,5.349348501,19.58792802,65.08932701,-76.29316823
,-14,16,12,12,161.6644125,-52.61214595,98.52981767,-20.69694045,74.87851504,53.46977992,55.06443534,-28.12540372
,-8,17,0,31,-9.604512326,6.733505591,107.0889595,-149.0989303,52.62917193,-33.66901973,-3.057527698,-41.68776013
,26,27,2,31,-54.83465762,52.92297961,77.74660206,159.0256515,-45.0330044,-134.8349207,130.2248811,-51.38634912
,16,-21,18,-1,-9.388264983,5.653557175,-24.83881681,26.57431524,-46.10142151,9.821092689,177.4091204,17.31962164
,3,-74,16,1,16.9761058,-1.113119725,3.032954506,17.77285731,18.26985081,133.8096941,-120.1683478,2.62588312
,12,-10,5,4,-15.79659539,-1.253128842,14.7682719,30.78429616,-64.97587432,153.6626774,39.03158508,-92.08207953
,147,7,116,32,-34.40160624,-0.20272385,59.68171285,-177.2071116,35.49624099,25.35261364,-5.889417729,-1.302127869
,-19,-1,-1,9,46.69790832,-50.31993294,-39.43339804,104.1210802,52.13873596,-11.11240701,44.25075151,117.1650955
,-43,-127,-16,-130,3.688212228,34.18714675,-29.86742295,-17.09911224,-4.018029389,30.97408307,-44.25428593,-65.11190773
,-22,21,-10,-121,0.575620767,51.49461274,113.0926047,40.86303093,-16.97098145,-10.66760688,-67.74778502,37.53025748
,-36,12,-31,55,52.16360247,-45.50614553,-70.95753864,1.356348652,13.7576712,12.53038744,-47.70406522,131.1436113
,-9,34,21,17,-40.20007207,-3.520836796,42.50720153,72.44614595,-22.71122373,-9.015318462,-83.99149393,32.69568874
,11,22,14,25,-13.38426473,50.10159459,-55.41918212,16.74142791,101.4242095,-39.23870199,-17.43279491,157.4595126
,27,4,28,-37,-1.793325415,34.4096271,-1.837708585,24.73302385,52.48823979,38.01974193,68.96581058,-44.08022879
,21,4,-8,107,-4.212368354,-14.98871971,4.461097658,-139.3809278,-33.43156418,86.51052117,26.0490516,-76.06478085
,-5,-31,-2,-4,-28.94826475,19.26928891,19.77596276,-84.90969466,169.7752003,-41.90391425,-134.9499726,-46.80100391
,32,-12,-1,76,16.69207441,1.708327356,92.59670328,71.80222721,-93.89689712,-9.655969556,67.36255166,-139.2359816
,9,169,22,51,-12.01549457,2.94432197,-4.027075874,98.40997338,39.19923486,7.40444084,46.62347349,34.05387173
,3,-21,-6,6,-15.07810303,34.37024163,128.1833716,58.20275918,-2.235629424,-45.59572933,-55.48845887,-33.3750964
,-14,-2,-14,14,-35.3646394,-61.83688044,37.34833255,27.05967606,28.2908254,-97.14424921,-61.82510298,-35.30604737
,7,-17,-10,27,3.702258949,-87.80222856,40.76027327,-103.0051571,-3.864150886,83.4247039,42.33618732,-24.2240438
,6,0,24,2,-64.1967177,-69.35832021,-76.69146073,118.9105417,43.62118634,98.09248882,-1.692131333,34.46745354
,49,-6,101,-169,-58.37275536,-50.30766417,1.983400509,14.51839437,-25.88127502,49.45777635,-85.75693014,-148.1285679
,5,-22,-42,1,-43.93343026,-74.47114655,-52.3209147,-124.3761649,110.4529438,0.862610778,58.08723526,175.703859
,-7,-73,13,-6,-17.34494254,-21.49802365,-29.66935207,-4.598330778,-38.4642741,-39.18450016,-68.93211876,38.96941444
,5,-12,-14,-32,-4.423148348,-16.71353898,16.92407916,-25.21234424,-44.05801076,-75.77113353,-63.56368357,174.6786778
,79,-10,150,-17,1.713821076,-38.15611224,-30.84172149,163.9644256,-4.475547254,-129.9993053,-29.09779619,-72.65965283
,21,22,13,-12,73.68321037,-10.53252714,49.12270615,-99.36665184,-0.909395996,18.73707089,76.90441959,-8.725964736
,8,-6,8,-66,-18.84146405,-30.10446078,89.69908779,1.53938322,-177.6912463,79.27300588,3.812147763,50.00336408
,3,-15,5,-15,-14.63522857,3.972193025,-17.23498909,8.373326535,-39.15885727,73.94048864,103.9210677,-107.0159424
,-89,-53,51,32,43.57523016,10.78796338,-1.445865041,-21.85028033,-15.50084726,78.85978697,30.40422012,-56.01703453
,-54,-14,12,-5,-42.65491973,-5.384705572,86.45757682,-5.369736988,-61.84785962,96.36637815,-153.1793235,-26.92124939
,-46,9,12,-1,-49.35274217,37.02737021,75.1176284,-75.36516162,18.9762396,24.63345485,177.3628134,59.07088438
,-15,-50,-17,-3,46.62076678,40.62126884,3.795531236,25.93373458,43.85136913,2.387881488,130.830263,-19.10969025
,-19,10,1,-73,0.041655681,2.091023854,-120.3074064,-78.23244316,52.03881591,-49.35682326,-34.24998561,4.672609435
,-16,-156,-2,-107,-24.62839766,10.07049697,-61.00813485,45.53491771,47.95698862,-13.04382212,51.05647027,21.97562709
,-24,-75,-23,42,24.76673901,36.68921939,41.41472608,-135.1705012,-118.6195642,-3.807499566,23.79032754,-3.938639169
,-12,9,-19,21,-4.465637114,47.97602845,37.5622736,-21.56433498,-49.77159892,-63.88787056,80.43317898,174.0755632
,4,-38,4,0,-48.93488509,33.17108927,-13.69132785,29.98699619,-55.15470853,-156.1072549,38.30323122,-23.8901453
,11,-4,16,47,10.88793,-28.89822056,-36.55826369,32.64688926,-48.31230422,-101.0383715,-113.5735138,37.33065913
,38,-10,2,46,-25.63704926,-0.894535108,-96.05233447,-20.09042556,-126.5008737,-139.8698269,-72.12356827,-161.0959768
,-15,40,-18,-52,19.12208865,-69.9288192,-67.00389923,27.78626201,13.28081231,-7.212121333,-7.632446301,-15.60251482
,15,0,151,34,27.02247348,16.67771409,34.98060252,-4.003913346,7.332895403,-41.51949286,-60.35650906,5.614518594
,49,0,-10,-114,-96.722882,-18.34109258,-151.3449507,-26.63070018,8.073937898,-45.869316,51.11607028,-22.23070517
,13,-159,9,-4,47.9510552,2.845468503,2.398930795,5.112913032,73.96534961,-26.30524439,-49.68119602,-53.3265508
,3,37,-27,22,32.01128631,-0.368524353,-90.06979201,-74.50690972,-42.94533155,166.6213738,89.12413735,-35.21977359
,5,-43,-16,-9,-32.21267984,-25.96297875,131.4089312,-14.48428324,-28.90323839,-18.80319919,-49.01811707,176.2094002
,6,-24,-25,-41,50.25318245,14.59249739,-42.37625583,115.887901,-97.05364405,72.35316394,54.39766355,17.31556811
,-29,-10,-35,55,-73.75854407,21.92792198,-5.911160585,57.70644103,-142.618991,-27.59967574,30.41464843,97.2681525
,28,-167,-25,-9,-79.83055789,20.56326703,67.97672812,-101.6694712,35.28592245,16.82248694,5.816096543,129.136269
,12,15,-10,-23,-77.1039404,1.676210833,-56.89972294,69.41142459,65.73234518,-55.84631056,24.66791616,-87.45566227
,-53,-179,-2,-4,23.25685107,51.08070157,26.96574905,65.59330755,-26.63167609,83.46848911,123.657221,86.64198121
,0,9,-32,-3,3.591703104,34.66664804,-29.74494002,-84.05862364,-26.74180631,60.76878912,-4.274106336,-28.75995937
,14,-89,-26,-17,-36.76558694,-10.29498572,-10.69895542,10.0932802,16.11118995,-154.9674196,121.0181708,-32.12493258
,155,-9,-30,-11,20.32949575,16.13281551,-37.81501317,13.28913421,48.3483727,-35.51477981,80.76056185,49.2621404
,-17,-12,35,-19,51.04470732,-29.95241265,-107.8273906,123.7204831,79.43138976,-68.5508551,81.53181218,27.67698482
,-11,0,0,-6,-48.67260095,-8.973233437,110.7911312,-43.88863727,85.0976597,-12.53225787,152.9012028,-97.00835157
,-5,-17,-15,-10,22.57576631,-11.77885708,-0.156692163,5.329371771,1.479952207,104.0076907,-49.94476438,-33.40866153
,9,44,14,0,33.73877928,-9.520562574,-7.995453184,10.83855362,84.59620251,7.239539824,-6.307065469,-74.8804515
,15,19,-29,-31,-14.72273205,1.994586838,4.544733384,-23.71483568,-78.53933567,-70.87238983,11.03370081,87.5532561
,-3,11,-160,-8,-12.1277783,-20.0236517,-14.15643468,63.17695267,2.238665323,-139.8997441,-18.6210654,-156.1354408
,-6,37,-39,-5,11.66053999,-4.026714817,-26.89060512,-41.89477303,-73.84201087,141.1601458,40.58090905,-23.98721417
,9,-3,8,15,-20.77931518,-16.86310766,179.7536526,41.17368772,-64.67870013,17.42903799,-5.089459077,-22.46085572
,-8,64,-4,-3,21.52660472,15.47763781,-123.9167416,113.404128,78.69749434,47.39677323,-89.34501446,-68.9500948
,-11,-174,-9,2,-93.9403181,37.95593829,35.52131828,47.62279466,12.9412899,40.42329629,-177.315463,49.30848421
,-23,-25,59,-34,-54.20035558,17.81307035,-118.5271134,-8.160848569,-7.549885159,2.502325533,65.98211429,35.11574985
,-4,0,-157,49,-2.468469906,-13.0265198,50.44624244,47.47964609,43.97237917,-101.2780914,41.19180759,80.53774994
,-11,-12,17,-8,-6.809899859,-17.76922203,-19.23230631,-44.30813318,-79.23872144,-37.03436685,-76.67285806,-17.82542474
,-9,-32,70,10,10.81942105,-22.34215362,91.09947965,128.0331161,-0.432166415,116.3828986,-114.4561599,3.560924671
,-18,17,29,29,173.4365782,-13.77504509,-27.21340248,-102.4890151,14.47351483,-41.36748232,46.74595107,-142.9352475
,-9,-11,-16,42,2.58861497,-34.79507739,27.18600266,-12.57301463,-45.60441341,71.64317001,21.36495908,44.37276622
,-9,-1,-21,15,-92.87397136,-54.5144165,-2.226644469,8.544594341,-6.018466513,-44.34271912,22.96223907,-73.38009963
,26,8,-9,77,57.03480675,-42.69135388,-58.89204579,-27.99326827,25.34819782,-41.50341761,-32.24338175,49.30457566
,22,-13,-2,-41,-55.98112208,26.33788472,-9.833275242,30.1348203,-26.6942684,48.63923215,14.30225142,29.43582974
,23,18,-4,-23,33.44900621,-10.3454111,-6.554599729,29.22090929,94.65968245,-37.30395056,80.62491619,27.90518336
,-11,11,20,23,13.73625702,29.3399197,21.79616442,-18.17875922,-29.05782377,94.50118155,-25.89718867,78.97938231
,-27,-7,6,-20,-25.79140719,-11.62882845,41.58251391,63.29052206,54.66078582,-36.27593215,3.318667983,-167.6636045
,5,-27,-15,-14,13.44059768,20.26355813,-102.7279236,96.87734072,30.72017994,99.36072535,106.6394497,16.172127
,-23,-24,-35,20,-39.10054139,-51.59420918,14.22927106,-31.36132018,49.78632883,-5.727503008,29.51701978,-160.9728493
,-1,-142,89,40,-38.62661998,-5.634904842,41.38727978,-3.607249001,95.35882968,-58.66863143,-20.68231272,30.63642894
,22,7,54,118,-9.292093549,43.95412347,147.4748898,-12.91109671,-4.349970876,-3.828678235,-108.5457119,29.74582073
,-6,-14,8,-6,79.84460106,96.46207291,3.485722899,-52.66949335,-23.64823811,75.57200484,-28.50764082,31.48779941
,9,-18,10,26,33.95626469,-8.409539377,177.5477637,42.39324884,-15.00782744,-22.26111552,30.81111542,-72.61955914
,20,22,85,8,2.049844905,-72.27677918,51.43874628,-36.62668116,82.39999872,56.15006246,-70.04877852,-57.47510971
,-5,2,22,-18,-22.72294833,22.88347369,-71.81240082,18.82634284,29.45349903,-52.06776705,130.8583911,132.0031153
,8,25,28,20,-36.62005208,5.912904366,-1.375738382,32.26493439,-68.16021476,50.25103347,20.48520423,-85.31236176
,-31,-21,0,-18,16.78371004,23.4628928,7.199502783,35.32186726,-118.6291466,-27.96872414,23.97628969,81.59144359
,16,6,-17,-3,34.0216332,-2.507957238,24.31803037,101.9583283,23.29303333,132.7965662,-50.48716909,-19.33826279
,-18,-7,18,-10,2.791105145,-4.823444928,116.1019049,125.5078323,35.42945723,138.4088133,-13.24979618,79.69353729
,6,0,-7,-2,-7.574712874,-54.90275066,113.9298811,-3.324226869,-45.32337398,119.2421097,-10.22068183,-25.8561116
,0,2,33,-46,-7.453456865,70.64902042,-78.87412871,80.99028045,27.31001499,-42.03875253,-56.56132743,-175.4052616
,10,29,-10,5,-3.807293497,-3.210555449,21.00329308,7.053765915,-53.17513305,29.46569556,91.59362282,-85.52849119
,10,-3,6,-12,20.79419831,20.35886508,66.39657985,-130.3547456,-11.56587853,-80.05980081,161.2059397,120.807323
,-25,-18,25,-17,31.24337144,38.1316121,-73.97987275,-34.82288153,15.8337442,-54.23947445,51.639236,-108.1185801
,10,-24,-23,-15,18.06765505,-3.843539832,-52.98372565,5.099459932,-146.5736659,-56.48506756,-151.4121053,-122.3027904
,7,0,-14,19,-15.43325399,16.04985841,37.56899972,135.9850919,-61.95593835,78.76440472,34.6076924,-52.66367243
,4,2,7,-39,78.17483719,18.08345073,71.94681875,-29.75259158,-13.03289226,54.91336226,75.41472722,-133.9772941
,24,11,-31,-1,-11.56013079,-54.7751847,-131.3388998,73.29060106,53.03051883,37.9443848,84.53010568,-8.058139101
,9,-20,17,20,-15.34935021,-69.42354708,27.1281833,89.50118176,27.02189944,-24.65698909,74.03756528,-84.18656235
,2,-11,-8,11,-33.25437927,-27.23493758,20.94181347,-58.25866332,39.74975918,16.00200527,15.03689197,75.1558018
,-9,-70,-5,-16,-55.16687697,9.363045049,2.546227703,73.97766485,-96.96706798,46.8281,-25.53403932,-3.615211321
,33,65,27,-12,22.36917645,-31.31429673,16.3617144,-61.73218431,-160.7334436,28.96127179,-16.83684235,124.6163776
,-10,-38,17,44,0.551944152,2.160446565,-138.0403251,-76.69726686,-19.07773247,-43.49541742,105.6242982,107.4666441
,-15,17,12,32,30.70544497,-0.752301814,44.23066052,-6.618119259,15.52017976,137.5775831,4.089010189,37.92684225
,24,9,14,71,15.84339634,-14.19400059,-80.75494015,50.2743705,-70.49466756,-76.79180091,-148.1707211,-41.23055124
,4,10,71,45,-38.25944293,7.349581394,92.82119253,154.0247836,-16.16582251,-19.75911431,123.5238385,-66.22128869
,13,7,-19,-10,0.173742954,57.87506742,-139.6556209,-99.73443145,74.11231404,35.69358887,-106.5671157,-14.70077553
,6,47,37,-27,1.130853965,-7.512658693,-0.105704563,67.12381497,92.7891336,-72.08646041,-80.09310525,133.1100955
,-3,12,11,20,-25.6449316,26.85784463,11.33093223,-90.62685519,54.07067986,-39.55032981,-35.26266114,-59.31048814
,-7,23,9,69,-5.202876676,-68.6459271,65.87392117,-143.6403392,57.8735441,-39.31506753,21.87892562,151.917458
,1,47,-5,-53,5.452791794,-60.97236387,-102.8008484,-154.4720818,36.09652662,115.3757504,-17.02344337,160.3911145
,-17,30,20,4,-70.49746635,-23.42731144,25.48399241,9.514515796,65.12473857,129.4237504,44.23904341,-129.6086002
,27,1,-25,-32,-24.97742318,17.07354741,-142.2079813,-63.11983412,-15.31799086,-70.34440246,0,-118.4241444
,44,-31,29,8,81.93365159,37.23409295,-84.15172499,-20.9514083,-31.66314439,-151.9724552,-93.05996517,145.6033687
,-10,-18,-15,-39,-23.13748134,1.768517832,14.73932528,-60.36481201,-12.85295972,-73.40063549,-16.70730058,-172.9781615
,-2,-65,21,3,-41.71209803,-90.83133178,13.69030759,75.26914455,-112.1176839,-21.17133767,-24.97908212,17.06045767
,40,-4,-69,-19,-75.91364785,13.8126666,-164.6690751,-93.1927021,-9.249214383,94.57646582,72.4221179,59.04241444
,-2,-16,10,-51,49.04520678,27.05251395,28.32036159,27.9614945,122.6182724,-18.13832742,17.21048848,14.85451949
,7,16,-120,12,17.01845282,-7.5453667,-11.56016561,26.42209493,12.7323452,-101.4563895,-40.31026452,-72.24973245
,19,72,10,-11,43.3737583,60.14944118,-17.26556814,-78.0820211,40.66506943,57.41617562,-121.4846574,-21.5703959
,-1,-11,29,8,18.28731885,-7.184657147,-53.51555726,10.38039245,82.30838784,-43.14908791,21.31771096,74.9368598
,19,13,67,5,-47.76984352,-114.6913941,-77.43651033,-134.3623221,25.8867543,-124.6188759,130.0984678,-42.4333036
,-16,23,11,30,16.66087947,9.550121872,47.0867991,-131.0548138,-5.15484516,-128.7562589,146.4163451,13.06328989
,1,-4,23,-55,6.535957116,35.97854161,23.24659081,-57.85625496,3.618741903,108.8464302,-22.05053292,-127.0626211
,15,11,-35,-25,10.80002208,47.03797301,-13.58505722,5.44736975,-145.8650903,-18.7458178,-5.408956986,-146.5110922
,31,42,24,4,55.42693295,14.50270359,-71.51141632,103.1460566,-105.1782023,46.25474601,54.82500314,-138.638292
,28,20,-7,-12,-16.82924195,-26.34177188,-2.985048113,6.70283392,-47.0141486,87.11704941,-86.2608631,-32.72445709
,10,-28,-12,2,3.160608827,9.1437011,-6.257264841,-86.51533929,-19.84121514,80.64205325,1.859218384,71.77074479
,1,-38,11,117,-37.44709594,-55.183451,15.05037578,-30.51778976,-76.06009835,39.82668155,12.42985779,118.9644256
,0,-26,14,32,-12.52162864,42.34477778,-129.7951001,102.072576,40.76788768,24.51729866,-22.89165218,-25.35802457
,-11,-31,-8,-166,-4.01973741,37.44554164,73.04269777,-139.2572069,49.23551566,-10.60192765,69.76784882,-84.51624838
,-9,-8,-12,-6,-34.86379032,-63.52833209,92.92927545,-11.90159412,-172.816308,24.63808442,15.29062475,-47.17698872
,-7,27,-21,-45,1.355107592,-37.63283203,101.6877599,58.68401174,-12.5341666,74.46439276,-15.23691444,-26.33495354
,16,-8,-45,25,-8.140950221,-52.41294218,-45.09981394,32.10507181,-161.8691039,3.879432481,-19.06906886,-150.2651005
,-14,-28,-19,-17,51.42510623,-81.59173775,-21.24362301,-70.50166788,59.52449353,68.19538535,79.90651163,-43.46987001
,-37,32,-43,-5,9.556633767,-24.77266589,41.11457682,-68.21349391,-110.8684218,19.65257085,-30.84177454,-110.497536
,9,8,28,-19,-12.06416521,17.66997612,-6.832934576,34.79856347,-56.66442256,30.43483224,-75.07922839,130.722306
,-16,30,14,-32,-23.20252434,18.3114389,28.7111166,23.27268102,69.68858674,28.4193398,-116.0763302,19.44495155
,-24,-40,10,-16,-62.74468718,39.30486627,-21.45399066,-111.5220824,-58.76783487,3.336475428,9.396101855,-47.58414028
,-3,16,14,35,8.909269111,24.41350999,-51.55558639,-1.618479855,11.08800213,-39.28940686,-170.0482008,-63.63507114
,37,-41,56,-13,28.56752885,24.38079677,-55.04046243,-14.18447954,-11.44082772,26.82923791,-99.95943657,158.4745672
,1,8,-34,-18,-21.02173477,37.56751559,120.3691015,26.57944554,-22.57208129,-19.28761882,48.70801667,4.555156261
,-8,25,14,-5,6.453917418,74.17660445,-56.65396449,-77.28241008,16.78988018,-107.3118928,29.89742532,156.0256443
,8,132,144,40,62.98039622,-6.379566562,-109.2063096,-39.59504348,92.72630718,166.2448947,-164.8512153,20.3248201
,4,-25,68,34,-26.29948146,35.64743628,-52.58713964,-0.55401875,39.72081414,-129.406536,-77.71226724,18.63884843
,-8,-20,25,-23,7.399356147,-13.27648522,18.46283364,116.2301181,45.28434036,-53.99345308,34.96244016,62.18909206
,-47,-45,-14,-27,84.61488084,21.45095092,7.81447656,-64.0647735,11.11614614,-42.69111811,-130.1959704,-59.78420912
,4,25,63,-7,63.22038481,-36.243165,-1.286701727,97.1718344,42.97973886,97.62342228,-1.660341865,14.80925406
,-23,19,4,98,9.197879103,2.411840559,145.0536861,30.35666347,58.03024837,-140.6643669,-3.942490507,8.029768808
