Var1,Var2,Var3,Var4,Var5,Var6,Var7,Var8,Var9,Var10,Var11,Var12,Var13,Var14,Var15,Var16,Var17,Var18,Var19,Var20
99696.3549293614,99696.3543339147,99696.3544759847,99696.3543666102,99696.360491307,99696.3543325899,99696.3543344085,99696.3543445446,99696.3544884886,99696.3547128658,199396.709858723,199396.708667829,199396.708951969,199396.70873322,199396.720982614,199396.70866518,199396.708668817,199396.708689089,199396.708976977,199396.709425732
