rn,nll_dPrimeAndGaussianWidth,nll_single_ssnu,nll_single_sg,nll_simultaneous,nll_iterative,aic_dPrimeAndGaussianWidth,aic_single_ssnu,aic_single_sg,aic_simultaneous,aic_iterative
0,99696.3549293614,98336.5273731229,98938.5665321856,98904.8883808914,98205.2974572476,199520.709858723,196801.054746246,198005.133064371,198069.776761783,196670.594914495
